duration,month,hour,day_of_week,user_type
9.792516667,3,22,Thursday,Subscriber
6.632983333,3,22,Thursday,Subscriber
7.4047,3,22,Thursday,Subscriber
13.01458333,3,22,Thursday,Subscriber
17.0552,3,22,Thursday,Subscriber
11.01165,3,22,Thursday,Subscriber
30.01175,3,21,Thursday,Subscriber
3.626816667,3,21,Thursday,Subscriber
6.592133333,3,21,Thursday,Subscriber
16.91231667,3,21,Thursday,Customer
4.016983333,3,21,Thursday,Subscriber
102.9991833,3,21,Thursday,Customer
23.82913333,3,21,Thursday,Subscriber
2.4967,3,20,Thursday,Subscriber
2.3892,3,20,Thursday,Subscriber
9.66725,3,20,Thursday,Customer
4.998016667,3,20,Thursday,Subscriber
3.782916667,3,20,Thursday,Subscriber
19.57403333,3,20,Thursday,Subscriber
7.23625,3,20,Thursday,Subscriber
37.01566667,3,20,Thursday,Subscriber
6.354783333,3,19,Thursday,Subscriber
5.219233333,3,19,Thursday,Subscriber
12.37893333,3,19,Thursday,Subscriber
12.8984,3,19,Thursday,Customer
6.354483333,3,19,Thursday,Subscriber
20.2723,3,19,Thursday,Subscriber
5.163,3,19,Thursday,Subscriber
25.30163333,3,19,Thursday,Customer
12.02248333,3,19,Thursday,Subscriber
36.01563333,3,18,Thursday,Customer
14.83483333,3,18,Thursday,Subscriber
17.08853333,3,18,Thursday,Subscriber
91.16705,3,18,Thursday,Subscriber
5.482283333,3,18,Thursday,Subscriber
8.1566,3,18,Thursday,Subscriber
7.15755,3,18,Thursday,Subscriber
5.2372,3,18,Thursday,Subscriber
17.66731667,3,18,Thursday,Subscriber
13.23413333,3,18,Thursday,Customer
18.49833333,3,18,Thursday,Subscriber
23.23173333,3,18,Thursday,Subscriber
13.9926,3,18,Thursday,Subscriber
12.96275,3,18,Thursday,Subscriber
12.16481667,3,18,Thursday,Subscriber
17.84678333,3,18,Thursday,Subscriber
19.7929,3,18,Thursday,Subscriber
7.606016667,3,18,Thursday,Subscriber
12.43938333,3,18,Thursday,Subscriber
3.610933333,3,18,Thursday,Subscriber
15.77881667,3,17,Thursday,Subscriber
23.06661667,3,17,Thursday,Customer
20.3752,3,17,Thursday,Subscriber
10.41451667,3,17,Thursday,Subscriber
14.76045,3,17,Thursday,Subscriber
13.5493,3,17,Thursday,Subscriber
20.33485,3,17,Thursday,Subscriber
24.52318333,3,17,Thursday,Subscriber
46.15393333,3,17,Thursday,Customer
13.70578333,3,17,Thursday,Subscriber
6.2716,3,17,Thursday,Subscriber
19.30976667,3,17,Thursday,Subscriber
5.753666667,3,17,Thursday,Subscriber
8.793583333,3,17,Thursday,Subscriber
19.9632,3,17,Thursday,Subscriber
22.83676667,3,17,Thursday,Subscriber
5.956766667,3,17,Thursday,Subscriber
12.69348333,3,17,Thursday,Subscriber
5.083333333,3,17,Thursday,Subscriber
12.69351667,3,17,Thursday,Subscriber
14.6523,3,17,Thursday,Subscriber
12.65603333,3,17,Thursday,Subscriber
5.311683333,3,17,Thursday,Subscriber
8.783816667,3,17,Thursday,Subscriber
12.2459,3,17,Thursday,Subscriber
9.551566667,3,16,Thursday,Subscriber
17.04178333,3,16,Thursday,Customer
27.23763333,3,16,Thursday,Customer
1.214166667,3,16,Thursday,Subscriber
12.43733333,3,16,Thursday,Subscriber
13.62513333,3,16,Thursday,Subscriber
5.651533333,3,16,Thursday,Subscriber
10.70823333,3,16,Thursday,Subscriber
8.116366667,3,16,Thursday,Subscriber
28.08685,3,16,Thursday,Subscriber
5.917133333,3,16,Thursday,Subscriber
31.0032,3,16,Thursday,Customer
11.33913333,3,16,Thursday,Customer
7.241833333,3,16,Thursday,Subscriber
12.70905,3,15,Thursday,Customer
7.213016667,3,15,Thursday,Subscriber
8.330816667,3,15,Thursday,Subscriber
9.990933333,3,15,Thursday,Subscriber
6.24825,3,15,Thursday,Subscriber
9.379233333,3,15,Thursday,Subscriber
6.252883333,3,15,Thursday,Subscriber
4.404033333,3,15,Thursday,Subscriber
51.49521667,3,15,Thursday,Customer
2.963,3,15,Thursday,Subscriber
12.58218333,3,15,Thursday,Subscriber
21.11456667,3,15,Thursday,Subscriber
74.37688333,3,14,Thursday,Customer
3.49025,3,14,Thursday,Subscriber
28.92288333,3,14,Thursday,Subscriber
5.050633333,3,14,Thursday,Subscriber
97.97805,3,14,Thursday,Subscriber
13.82066667,3,14,Thursday,Subscriber
4.5662,3,14,Thursday,Subscriber
7.097416667,3,14,Thursday,Subscriber
126.6429667,3,14,Thursday,Customer
4.61065,3,14,Thursday,Subscriber
7.688683333,3,14,Thursday,Customer
6.828516667,3,14,Thursday,Subscriber
23.74375,3,13,Thursday,Customer
15.04558333,3,13,Thursday,Subscriber
14.76598333,3,13,Thursday,Subscriber
20.63415,3,13,Thursday,Subscriber
8.79905,3,13,Thursday,Subscriber
166.2059333,3,13,Thursday,Customer
41.56935,3,13,Thursday,Customer
32.73666667,3,13,Thursday,Customer
12.25868333,3,13,Thursday,Subscriber
10.0402,3,13,Thursday,Subscriber
4.322283333,3,12,Thursday,Subscriber
7.626483333,3,12,Thursday,Subscriber
5.588883333,3,12,Thursday,Subscriber
12.7354,3,12,Thursday,Subscriber
17.53118333,3,12,Thursday,Subscriber
10.95796667,3,12,Thursday,Subscriber
170.3365,3,12,Thursday,Customer
150.7699,3,12,Thursday,Customer
8.393566667,3,12,Thursday,Customer
20.55498333,3,12,Thursday,Subscriber
20.11671667,3,12,Thursday,Subscriber
2.606883333,3,12,Thursday,Subscriber
126.58925,3,12,Thursday,Customer
21.22461667,3,12,Thursday,Subscriber
38.6929,3,12,Thursday,Customer
6.098683333,3,11,Thursday,Subscriber
24.0259,3,11,Thursday,Customer
8.820683333,3,11,Thursday,Subscriber
3.192,3,11,Thursday,Subscriber
28.67341667,3,11,Thursday,Customer
16.54266667,3,11,Thursday,Subscriber
103.9823,3,11,Thursday,Customer
16.70625,3,11,Thursday,Customer
6.014983333,3,11,Thursday,Subscriber
33.95603333,3,11,Thursday,Subscriber
2.185,3,10,Thursday,Subscriber
9.9987,3,10,Thursday,Subscriber
10.75711667,3,10,Thursday,Customer
6.7771,3,10,Thursday,Subscriber
5.95,3,10,Thursday,Subscriber
5.57985,3,10,Thursday,Subscriber
2.95375,3,10,Thursday,Subscriber
42.32101667,3,10,Thursday,Customer
6.57345,3,10,Thursday,Subscriber
20.30211667,3,10,Thursday,Subscriber
24.06371667,3,10,Thursday,Customer
30.69745,3,10,Thursday,Customer
3.591566667,3,9,Thursday,Subscriber
3.365983333,3,9,Thursday,Subscriber
13.27943333,3,9,Thursday,Customer
124.14275,3,9,Thursday,Customer
17.60998333,3,9,Thursday,Subscriber
2.585233333,3,9,Thursday,Subscriber
22.8263,3,9,Thursday,Customer
58.40316667,3,9,Thursday,Customer
3.552466667,3,9,Thursday,Subscriber
14.23691667,3,9,Thursday,Subscriber
27.71946667,3,8,Thursday,Customer
18.98478333,3,8,Thursday,Subscriber
17.83816667,3,8,Thursday,Subscriber
6.767833333,3,8,Thursday,Subscriber
16.82411667,3,8,Thursday,Customer
7.969133333,3,8,Thursday,Subscriber
25.57761667,3,8,Thursday,Subscriber
5.316916667,3,8,Thursday,Subscriber
13.90958333,3,8,Thursday,Subscriber
2.653683333,3,8,Thursday,Subscriber
9.938266667,3,8,Thursday,Subscriber
9.7919,3,8,Thursday,Subscriber
3.8214,3,8,Thursday,Subscriber
24.24376667,3,8,Thursday,Customer
16.19971667,3,8,Thursday,Subscriber
10.7989,3,8,Thursday,Subscriber
13.93766667,3,8,Thursday,Subscriber
21.82395,3,8,Thursday,Subscriber
5.133316667,3,8,Thursday,Subscriber
26.92875,3,8,Thursday,Customer
3.238083333,3,8,Thursday,Subscriber
25.5551,3,8,Thursday,Subscriber
18.62711667,3,7,Thursday,Subscriber
10.49426667,3,7,Thursday,Customer
10.46586667,3,7,Thursday,Subscriber
4.851533333,3,7,Thursday,Subscriber
61.70393333,3,7,Thursday,Customer
14.77221667,3,7,Thursday,Subscriber
26.3429,3,7,Thursday,Subscriber
12.62458333,3,7,Thursday,Subscriber
12.12616667,3,7,Thursday,Subscriber
1.720666667,3,7,Thursday,Subscriber
11.1,3,7,Thursday,Subscriber
9.060083333,3,7,Thursday,Subscriber
14.14831667,3,7,Thursday,Subscriber
16.943,3,7,Thursday,Subscriber
16.52735,3,7,Thursday,Subscriber
4.214866667,3,7,Thursday,Subscriber
5.272866667,3,7,Thursday,Subscriber
19.80923333,3,7,Thursday,Subscriber
30.13815,3,7,Thursday,Subscriber
10.74943333,3,6,Thursday,Subscriber
13.08355,3,6,Thursday,Subscriber
2.493083333,3,6,Thursday,Subscriber
16.29888333,3,6,Thursday,Subscriber
10.81691667,3,6,Thursday,Subscriber
29.64261667,3,6,Thursday,Subscriber
14.94071667,3,6,Thursday,Subscriber
14.17283333,3,5,Thursday,Subscriber
7.5432,3,5,Thursday,Subscriber
8.800966667,3,5,Thursday,Subscriber
8.413633333,3,1,Thursday,Subscriber
16.72865,3,0,Thursday,Subscriber
9.1411,3,23,Wednesday,Customer
1.021416667,3,23,Wednesday,Subscriber
7.980583333,3,23,Wednesday,Customer
9.225783333,3,22,Wednesday,Subscriber
5.936533333,3,22,Wednesday,Subscriber
8.051633333,3,22,Wednesday,Subscriber
4.08485,3,22,Wednesday,Subscriber
10.36046667,3,21,Wednesday,Subscriber
15.0785,3,21,Wednesday,Subscriber
5.071383333,3,21,Wednesday,Subscriber
2.215116667,3,21,Wednesday,Subscriber
17.12113333,3,21,Wednesday,Subscriber
6.703766667,3,21,Wednesday,Subscriber
3.3041,3,21,Wednesday,Subscriber
6.030683333,3,21,Wednesday,Subscriber
6.399866667,3,20,Wednesday,Subscriber
7.286666667,3,20,Wednesday,Subscriber
13.5729,3,20,Wednesday,Subscriber
8.167816667,3,20,Wednesday,Subscriber
8.095983333,3,20,Wednesday,Subscriber
8.381416667,3,20,Wednesday,Subscriber
9.936966667,3,20,Wednesday,Subscriber
4.549783333,3,20,Wednesday,Subscriber
19.80876667,3,20,Wednesday,Customer
17.28365,3,20,Wednesday,Subscriber
54.17696667,3,20,Wednesday,Subscriber
2.872933333,3,20,Wednesday,Subscriber
6.8894,3,19,Wednesday,Subscriber
7.757933333,3,19,Wednesday,Subscriber
7.559666667,3,19,Wednesday,Subscriber
5.576733333,3,19,Wednesday,Subscriber
11.98541667,3,19,Wednesday,Subscriber
14.46036667,3,19,Wednesday,Customer
24.14633333,3,19,Wednesday,Subscriber
8.270916667,3,19,Wednesday,Subscriber
3.8695,3,19,Wednesday,Subscriber
54.19078333,3,19,Wednesday,Subscriber
15.64725,3,19,Wednesday,Subscriber
10.09013333,3,19,Wednesday,Subscriber
18.759,3,19,Wednesday,Subscriber
6.903566667,3,19,Wednesday,Subscriber
14.07545,3,18,Wednesday,Subscriber
4.748816667,3,18,Wednesday,Subscriber
13.44401667,3,18,Wednesday,Subscriber
2.51425,3,18,Wednesday,Subscriber
3.083,3,18,Wednesday,Subscriber
11.39465,3,18,Wednesday,Subscriber
85.3903,3,18,Wednesday,Customer
55.34698333,3,18,Wednesday,Customer
22.79613333,3,18,Wednesday,Subscriber
17.98143333,3,18,Wednesday,Subscriber
3.944266667,3,18,Wednesday,Subscriber
5.449616667,3,18,Wednesday,Subscriber
16.59676667,3,18,Wednesday,Customer
13.10453333,3,18,Wednesday,Subscriber
20.3924,3,18,Wednesday,Subscriber
6.73845,3,18,Wednesday,Subscriber
12.4786,3,18,Wednesday,Subscriber
26.94413333,3,18,Wednesday,Customer
6.435866667,3,18,Wednesday,Subscriber
7.625116667,3,18,Wednesday,Subscriber
5.521716667,3,18,Wednesday,Subscriber
23.04486667,3,18,Wednesday,Subscriber
8.955533333,3,18,Wednesday,Subscriber
44.66586667,3,18,Wednesday,Subscriber
9.301266667,3,18,Wednesday,Subscriber
8.7806,3,18,Wednesday,Subscriber
5.251766667,3,18,Wednesday,Subscriber
16.2816,3,18,Wednesday,Subscriber
4.71915,3,18,Wednesday,Subscriber
10.28505,3,18,Wednesday,Subscriber
14.47188333,3,18,Wednesday,Subscriber
2.576166667,3,18,Wednesday,Subscriber
15.52553333,3,17,Wednesday,Subscriber
7.1059,3,17,Wednesday,Subscriber
23.24676667,3,17,Wednesday,Subscriber
26.53891667,3,17,Wednesday,Customer
27.79291667,3,17,Wednesday,Subscriber
9.931416667,3,17,Wednesday,Subscriber
22.60173333,3,17,Wednesday,Subscriber
23.50336667,3,17,Wednesday,Subscriber
7.817416667,3,17,Wednesday,Subscriber
5.358466667,3,17,Wednesday,Subscriber
5.005033333,3,17,Wednesday,Subscriber
7.378083333,3,17,Wednesday,Subscriber
24.75985,3,17,Wednesday,Subscriber
8.515066667,3,17,Wednesday,Subscriber
30.33486667,3,17,Wednesday,Subscriber
53.13673333,3,17,Wednesday,Customer
5.140516667,3,17,Wednesday,Subscriber
8.95605,3,17,Wednesday,Subscriber
3.967833333,3,17,Wednesday,Subscriber
8.1137,3,17,Wednesday,Customer
11.01068333,3,17,Wednesday,Subscriber
8.799066667,3,17,Wednesday,Subscriber
15.2159,3,17,Wednesday,Subscriber
3.65605,3,17,Wednesday,Subscriber
7.45495,3,17,Wednesday,Subscriber
11.07588333,3,17,Wednesday,Subscriber
4.615816667,3,17,Wednesday,Subscriber
19.7417,3,17,Wednesday,Subscriber
7.463483333,3,17,Wednesday,Subscriber
125.1322333,3,17,Wednesday,Customer
8.206166667,3,17,Wednesday,Subscriber
8.37355,3,17,Wednesday,Subscriber
7.5769,3,16,Wednesday,Subscriber
4.56535,3,16,Wednesday,Subscriber
17.03611667,3,16,Wednesday,Subscriber
99.34578333,3,16,Wednesday,Customer
8.16105,3,16,Wednesday,Subscriber
12.6327,3,16,Wednesday,Subscriber
9.34585,3,16,Wednesday,Subscriber
12.122,3,16,Wednesday,Subscriber
5.229733333,3,16,Wednesday,Subscriber
38.26625,3,16,Wednesday,Customer
13.58938333,3,16,Wednesday,Subscriber
24.41353333,3,16,Wednesday,Customer
11.55345,3,16,Wednesday,Customer
4.735866667,3,16,Wednesday,Subscriber
33.35768333,3,16,Wednesday,Customer
11.24678333,3,16,Wednesday,Subscriber
18.16141667,3,16,Wednesday,Subscriber
2.946633333,3,16,Wednesday,Subscriber
12.45461667,3,16,Wednesday,Subscriber
6.513733333,3,15,Wednesday,Subscriber
20.9331,3,15,Wednesday,Subscriber
52.10508333,3,15,Wednesday,Customer
5.814166667,3,15,Wednesday,Subscriber
18.24021667,3,15,Wednesday,Customer
59.08355,3,15,Wednesday,Customer
6.775316667,3,15,Wednesday,Subscriber
19.78738333,3,15,Wednesday,Subscriber
3.958633333,3,15,Wednesday,Subscriber
7.968466667,3,15,Wednesday,Subscriber
46.55356667,3,14,Wednesday,Subscriber
27.05628333,3,14,Wednesday,Customer
8.394183333,3,14,Wednesday,Subscriber
23.68325,3,14,Wednesday,Subscriber
61.6232,3,14,Wednesday,Customer
20.41738333,3,14,Wednesday,Subscriber
27.00048333,3,14,Wednesday,Customer
6.125066667,3,14,Wednesday,Subscriber
29.8423,3,13,Wednesday,Customer
16.10948333,3,13,Wednesday,Customer
27.99971667,3,13,Wednesday,Customer
5.736266667,3,13,Wednesday,Subscriber
36.02653333,3,13,Wednesday,Subscriber
22.21256667,3,13,Wednesday,Subscriber
18.22588333,3,13,Wednesday,Customer
3.789783333,3,13,Wednesday,Subscriber
2.831316667,3,13,Wednesday,Subscriber
89.8626,3,13,Wednesday,Customer
5.134633333,3,13,Wednesday,Subscriber
53.65871667,3,13,Wednesday,Customer
16.75648333,3,13,Wednesday,Customer
6.676166667,3,13,Wednesday,Subscriber
20.98448333,3,13,Wednesday,Customer
13.5841,3,12,Wednesday,Subscriber
17.89506667,3,12,Wednesday,Customer
6.8364,3,12,Wednesday,Subscriber
2.200783333,3,12,Wednesday,Subscriber
25.13178333,3,12,Wednesday,Subscriber
6.0425,3,12,Wednesday,Subscriber
6.765083333,3,12,Wednesday,Subscriber
3.121733333,3,12,Wednesday,Subscriber
6.446516667,3,12,Wednesday,Subscriber
28.9903,3,12,Wednesday,Customer
10.42123333,3,12,Wednesday,Subscriber
7.518766667,3,12,Wednesday,Subscriber
12.68576667,3,12,Wednesday,Subscriber
61.08313333,3,11,Wednesday,Customer
17.7007,3,11,Wednesday,Subscriber
195.3795667,3,11,Wednesday,Customer
132.7761167,3,11,Wednesday,Customer
93.52908333,3,11,Wednesday,Customer
156.4943,3,11,Wednesday,Customer
4.735,3,10,Wednesday,Subscriber
6.1408,3,10,Wednesday,Subscriber
39.07953333,3,10,Wednesday,Customer
27.98996667,3,10,Wednesday,Subscriber
7.524166667,3,9,Wednesday,Subscriber
15.78591667,3,9,Wednesday,Subscriber
8.1854,3,9,Wednesday,Subscriber
11.75768333,3,9,Wednesday,Subscriber
3.298133333,3,9,Wednesday,Subscriber
5.536483333,3,9,Wednesday,Subscriber
13.74535,3,8,Wednesday,Subscriber
6.05255,3,8,Wednesday,Subscriber
7.594766667,3,8,Wednesday,Subscriber
18.00721667,3,8,Wednesday,Subscriber
15.48218333,3,8,Wednesday,Subscriber
1.654766667,3,8,Wednesday,Subscriber
6.64175,3,8,Wednesday,Subscriber
5.745083333,3,8,Wednesday,Subscriber
7.645116667,3,8,Wednesday,Subscriber
24.16211667,3,8,Wednesday,Subscriber
8.63425,3,8,Wednesday,Subscriber
23.846,3,8,Wednesday,Subscriber
10.34215,3,8,Wednesday,Subscriber
39.19236667,3,8,Wednesday,Subscriber
14.00818333,3,8,Wednesday,Subscriber
13.3467,3,8,Wednesday,Subscriber
6.3446,3,8,Wednesday,Subscriber
6.906383333,3,8,Wednesday,Subscriber
3.236466667,3,8,Wednesday,Subscriber
14.69711667,3,8,Wednesday,Subscriber
7.822433333,3,8,Wednesday,Subscriber
17.17758333,3,8,Wednesday,Subscriber
3.825066667,3,8,Wednesday,Subscriber
1.81205,3,8,Wednesday,Subscriber
10.58878333,3,7,Wednesday,Subscriber
12.51015,3,7,Wednesday,Customer
13.00381667,3,7,Wednesday,Customer
3.110183333,3,7,Wednesday,Subscriber
13.01081667,3,7,Wednesday,Subscriber
6.8269,3,7,Wednesday,Subscriber
3.706183333,3,7,Wednesday,Subscriber
14.53495,3,7,Wednesday,Subscriber
12.75766667,3,7,Wednesday,Subscriber
10.02065,3,7,Wednesday,Subscriber
8.334583333,3,7,Wednesday,Subscriber
5.239716667,3,7,Wednesday,Subscriber
15.34028333,3,7,Wednesday,Subscriber
9.664233333,3,7,Wednesday,Subscriber
4.242566667,3,7,Wednesday,Subscriber
2.564566667,3,7,Wednesday,Subscriber
4.60735,3,7,Wednesday,Subscriber
4.744,3,7,Wednesday,Subscriber
20.87043333,3,7,Wednesday,Subscriber
4.530216667,3,7,Wednesday,Subscriber
14.69846667,3,6,Wednesday,Subscriber
18.06545,3,6,Wednesday,Subscriber
8.801933333,3,6,Wednesday,Subscriber
24.37421667,3,6,Wednesday,Subscriber
2.971333333,3,6,Wednesday,Subscriber
15.78565,3,6,Wednesday,Subscriber
14.57396667,3,5,Wednesday,Subscriber
16.04513333,3,3,Wednesday,Subscriber
8.73475,3,23,Tuesday,Subscriber
10.20498333,3,22,Tuesday,Subscriber
11.4558,3,22,Tuesday,Subscriber
6.533216667,3,21,Tuesday,Subscriber
9.87975,3,21,Tuesday,Subscriber
18.27805,3,21,Tuesday,Subscriber
18.11423333,3,21,Tuesday,Subscriber
21.74403333,3,21,Tuesday,Subscriber
5.841816667,3,20,Tuesday,Subscriber
22.04631667,3,20,Tuesday,Subscriber
4.448083333,3,20,Tuesday,Subscriber
18.87038333,3,20,Tuesday,Customer
6.0712,3,20,Tuesday,Subscriber
11.29168333,3,20,Tuesday,Subscriber
22.20605,3,19,Tuesday,Subscriber
16.621,3,19,Tuesday,Subscriber
7.921616667,3,19,Tuesday,Subscriber
14.09055,3,19,Tuesday,Subscriber
9.314216667,3,19,Tuesday,Subscriber
9.413833333,3,19,Tuesday,Subscriber
4.24745,3,19,Tuesday,Subscriber
4.621616667,3,19,Tuesday,Subscriber
7.60085,3,19,Tuesday,Customer
55.91903333,3,19,Tuesday,Customer
9.508416667,3,19,Tuesday,Subscriber
13.525,3,18,Tuesday,Subscriber
9.480866667,3,18,Tuesday,Subscriber
12.23785,3,18,Tuesday,Subscriber
8.19585,3,18,Tuesday,Subscriber
2.50115,3,18,Tuesday,Subscriber
10.34908333,3,18,Tuesday,Subscriber
5.364333333,3,18,Tuesday,Subscriber
7.4755,3,18,Tuesday,Subscriber
14.09055,3,18,Tuesday,Subscriber
7.40835,3,18,Tuesday,Subscriber
27.05683333,3,18,Tuesday,Subscriber
2.29655,3,18,Tuesday,Subscriber
3.2238,3,18,Tuesday,Subscriber
5.917683333,3,18,Tuesday,Subscriber
7.444616667,3,18,Tuesday,Subscriber
6.352333333,3,18,Tuesday,Subscriber
50.21148333,3,18,Tuesday,Subscriber
6.7747,3,18,Tuesday,Subscriber
41.71763333,3,18,Tuesday,Subscriber
15.8176,3,18,Tuesday,Subscriber
10.59733333,3,18,Tuesday,Subscriber
4.76525,3,18,Tuesday,Subscriber
20.25051667,3,17,Tuesday,Customer
30.00958333,3,17,Tuesday,Subscriber
11.26768333,3,17,Tuesday,Subscriber
5.13365,3,17,Tuesday,Subscriber
6.366916667,3,17,Tuesday,Subscriber
16.84705,3,17,Tuesday,Customer
14.8039,3,17,Tuesday,Subscriber
21.39871667,3,17,Tuesday,Customer
12.60031667,3,17,Tuesday,Subscriber
15.39311667,3,17,Tuesday,Subscriber
24.18171667,3,17,Tuesday,Subscriber
2.758333333,3,17,Tuesday,Subscriber
6.710083333,3,17,Tuesday,Subscriber
15.47445,3,17,Tuesday,Subscriber
9.098516667,3,17,Tuesday,Subscriber
2.294333333,3,17,Tuesday,Subscriber
11.37931667,3,17,Tuesday,Subscriber
9.819233333,3,17,Tuesday,Subscriber
11.00505,3,17,Tuesday,Subscriber
13.27496667,3,17,Tuesday,Subscriber
22.65506667,3,17,Tuesday,Subscriber
6.35975,3,17,Tuesday,Subscriber
8.039333333,3,17,Tuesday,Subscriber
62.19033333,3,17,Tuesday,Customer
7.375583333,3,17,Tuesday,Subscriber
16.23813333,3,17,Tuesday,Customer
6.65655,3,17,Tuesday,Subscriber
3.202466667,3,17,Tuesday,Subscriber
5.007766667,3,17,Tuesday,Subscriber
10.0767,3,17,Tuesday,Subscriber
13.3221,3,17,Tuesday,Subscriber
27.74675,3,17,Tuesday,Customer
4.0199,3,17,Tuesday,Subscriber
6.572083333,3,17,Tuesday,Subscriber
15.33626667,3,17,Tuesday,Subscriber
12.68123333,3,17,Tuesday,Subscriber
8.30595,3,16,Tuesday,Subscriber
6.322883333,3,16,Tuesday,Subscriber
3.696766667,3,16,Tuesday,Subscriber
24.69428333,3,16,Tuesday,Customer
49.07191667,3,16,Tuesday,Customer
8.280783333,3,16,Tuesday,Subscriber
4.652916667,3,16,Tuesday,Subscriber
13.33165,3,16,Tuesday,Subscriber
10.9259,3,16,Tuesday,Subscriber
4.466483333,3,16,Tuesday,Subscriber
3.068133333,3,16,Tuesday,Subscriber
15.9736,3,16,Tuesday,Customer
17.9217,3,16,Tuesday,Subscriber
9.197416667,3,16,Tuesday,Subscriber
4.85315,3,16,Tuesday,Subscriber
9.6413,3,16,Tuesday,Subscriber
8.293816667,3,15,Tuesday,Subscriber
24.84135,3,15,Tuesday,Subscriber
8.212633333,3,15,Tuesday,Customer
15.59945,3,15,Tuesday,Subscriber
48.39595,3,15,Tuesday,Customer
11.00076667,3,15,Tuesday,Subscriber
15.56973333,3,15,Tuesday,Subscriber
27.69033333,3,15,Tuesday,Customer
28.30103333,3,15,Tuesday,Customer
11.43161667,3,15,Tuesday,Customer
5.56795,3,14,Tuesday,Subscriber
6.071716667,3,14,Tuesday,Subscriber
144.8060833,3,14,Tuesday,Customer
136.25465,3,14,Tuesday,Customer
6.79005,3,14,Tuesday,Subscriber
14.45478333,3,14,Tuesday,Subscriber
23.15616667,3,14,Tuesday,Subscriber
155.3923833,3,14,Tuesday,Customer
26.49153333,3,14,Tuesday,Customer
57.3309,3,14,Tuesday,Customer
4.899816667,3,13,Tuesday,Subscriber
14.1741,3,13,Tuesday,Subscriber
6.514366667,3,13,Tuesday,Subscriber
18.6154,3,13,Tuesday,Subscriber
3.973266667,3,13,Tuesday,Subscriber
7.708083333,3,13,Tuesday,Customer
20.47915,3,13,Tuesday,Customer
4.712083333,3,13,Tuesday,Subscriber
43.85651667,3,13,Tuesday,Customer
179.82705,3,12,Tuesday,Customer
14.19295,3,12,Tuesday,Subscriber
30.31305,3,12,Tuesday,Customer
5.462283333,3,12,Tuesday,Subscriber
6.20525,3,12,Tuesday,Subscriber
15.336,3,12,Tuesday,Subscriber
14.5843,3,11,Tuesday,Subscriber
18.34091667,3,11,Tuesday,Subscriber
7.2286,3,11,Tuesday,Subscriber
16.05836667,3,11,Tuesday,Subscriber
19.12458333,3,11,Tuesday,Customer
4.184533333,3,11,Tuesday,Subscriber
6.092883333,3,10,Tuesday,Subscriber
8.647333333,3,10,Tuesday,Subscriber
12.07018333,3,10,Tuesday,Customer
6.656566667,3,10,Tuesday,Subscriber
7.788166667,3,10,Tuesday,Subscriber
6.26135,3,10,Tuesday,Subscriber
17.33283333,3,10,Tuesday,Subscriber
21.62985,3,10,Tuesday,Subscriber
36.85851667,3,10,Tuesday,Customer
10.36766667,3,10,Tuesday,Customer
16.94873333,3,9,Tuesday,Customer
6.69055,3,9,Tuesday,Subscriber
8.642383333,3,9,Tuesday,Subscriber
16.732,3,9,Tuesday,Subscriber
10.60755,3,9,Tuesday,Subscriber
6.711416667,3,9,Tuesday,Subscriber
26.9529,3,8,Tuesday,Subscriber
7.653666667,3,8,Tuesday,Subscriber
4.0343,3,8,Tuesday,Subscriber
24.09895,3,8,Tuesday,Subscriber
13.35956667,3,8,Tuesday,Subscriber
8.066483333,3,8,Tuesday,Subscriber
10.44586667,3,8,Tuesday,Customer
5.2253,3,8,Tuesday,Subscriber
13.43893333,3,8,Tuesday,Subscriber
23.16398333,3,8,Tuesday,Subscriber
7.681516667,3,8,Tuesday,Subscriber
13.02961667,3,8,Tuesday,Subscriber
4.75255,3,8,Tuesday,Subscriber
34.79508333,3,8,Tuesday,Customer
11.02316667,3,8,Tuesday,Subscriber
20.2785,3,8,Tuesday,Subscriber
12.2557,3,8,Tuesday,Subscriber
4.713866667,3,8,Tuesday,Subscriber
12.16588333,3,8,Tuesday,Subscriber
4.1597,3,8,Tuesday,Subscriber
18.1637,3,8,Tuesday,Subscriber
8.414116667,3,8,Tuesday,Subscriber
11.04293333,3,8,Tuesday,Subscriber
6.5911,3,8,Tuesday,Subscriber
14.53471667,3,8,Tuesday,Subscriber
14.82141667,3,8,Tuesday,Subscriber
16.05813333,3,8,Tuesday,Subscriber
9.11285,3,8,Tuesday,Subscriber
6.879383333,3,8,Tuesday,Subscriber
4.14135,3,8,Tuesday,Subscriber
14.42135,3,8,Tuesday,Subscriber
10.7477,3,7,Tuesday,Subscriber
7.9839,3,7,Tuesday,Subscriber
6.641766667,3,7,Tuesday,Subscriber
15.11206667,3,7,Tuesday,Subscriber
14.00613333,3,7,Tuesday,Subscriber
24.32355,3,7,Tuesday,Subscriber
18.51516667,3,7,Tuesday,Subscriber
12.51518333,3,7,Tuesday,Subscriber
5.1216,3,7,Tuesday,Subscriber
5.568116667,3,7,Tuesday,Subscriber
9.134316667,3,7,Tuesday,Subscriber
11.71853333,3,7,Tuesday,Subscriber
11.79335,3,7,Tuesday,Subscriber
12.33318333,3,7,Tuesday,Subscriber
6.734866667,3,7,Tuesday,Subscriber
5.6591,3,7,Tuesday,Subscriber
7.2032,3,6,Tuesday,Subscriber
5.3426,3,6,Tuesday,Subscriber
22.147,3,6,Tuesday,Subscriber
